"id","name_bn","name","district_id","created_by","created_at","updated_by","updated_at"
309,বান্দরবান সদর,Bandarban Sadar,31,1,2026-01-01,1,2026-01-01 10:42:54.631
310,রুমা,Ruma,31,1,2026-01-01,1,2026-01-01 10:42:54.631
311,রোয়াংছড়ি,Rowangchhari,31,1,2026-01-01,1,2026-01-01 10:42:54.631
312,লামা,Lama,31,1,2026-01-01,1,2026-01-01 10:42:54.631
313,ঈদগাঁও,Eidgaon,32,1,2026-01-01,1,2026-01-01 10:42:54.631
314,উখিয়া,Ukhiya,32,1,2026-01-01,1,2026-01-01 10:42:54.631
315,কক্সবাজার সদর,Coxsbazar Sadar,32,1,2026-01-01,1,2026-01-01 10:42:54.631
316,কুতুবদিয়া,Kutubdia,32,1,2026-01-01,1,2026-01-01 10:42:54.631
317,চকরিয়া,Chakaria,32,1,2026-01-01,1,2026-01-01 10:42:54.631
318,টেকনাফ,Teknaf,32,1,2026-01-01,1,2026-01-01 10:42:54.631
319,পেকুয়া,Pekua,32,1,2026-01-01,1,2026-01-01 10:42:54.631
320,মহেশখালী,Moheshkhali,32,1,2026-01-01,1,2026-01-01 10:42:54.631
321,রামু,Ramu,32,1,2026-01-01,1,2026-01-01 10:42:54.631
322,আগৈলঝাড়া,Agailjhara,33,1,2026-01-01,1,2026-01-01 10:42:54.631
323,উজিরপুর,Wazirpur,33,1,2026-01-01,1,2026-01-01 10:42:54.631
324,গৌরনদী,Gournadi,33,1,2026-01-01,1,2026-01-01 10:42:54.631
325,বরিশাল সদর,Barisal Sadar,33,1,2026-01-01,1,2026-01-01 10:42:54.631
326,বাকেরগঞ্জ,Bakerganj,33,1,2026-01-01,1,2026-01-01 10:42:54.631
327,বানারীপাড়া,Banaripara,33,1,2026-01-01,1,2026-01-01 10:42:54.631
328,বাবুগঞ্জ,Babuganj,33,1,2026-01-01,1,2026-01-01 10:42:54.631
329,মুলাদী,Muladi,33,1,2026-01-01,1,2026-01-01 10:42:54.631
330,মেহেন্দিগঞ্জ,Mehendiganj,33,1,2026-01-01,1,2026-01-01 10:42:54.631
331,হিজলা,Hizla,33,1,2026-01-01,1,2026-01-01 10:42:54.631
332,চরফ্যাশন,Charfesson,34,1,2026-01-01,1,2026-01-01 10:42:54.631
333,তজমুদ্দিন,Tazumuddin,34,1,2026-01-01,1,2026-01-01 10:42:54.631
334,দৌলতখান,Doulatkhan,34,1,2026-01-01,1,2026-01-01 10:42:54.631
335,বোরহানউদ্দিন,Borhan Sddin,34,1,2026-01-01,1,2026-01-01 10:42:54.631
336,ভোলা সদর,Bhola Sadar,34,1,2026-01-01,1,2026-01-01 10:42:54.631
337,মনপুরা,Monpura,34,1,2026-01-01,1,2026-01-01 10:42:54.631
338,লালমোহন,Lalmohan,34,1,2026-01-01,1,2026-01-01 10:42:54.631
339,কলাপাড়া,Kalapara,35,1,2026-01-01,1,2026-01-01 10:42:54.631
340,গলাচিপা,Galachipa,35,1,2026-01-01,1,2026-01-01 10:42:54.631
341,দশমিনা,Dashmina,35,1,2026-01-01,1,2026-01-01 10:42:54.631
342,দুমকি,Dumki,35,1,2026-01-01,1,2026-01-01 10:42:54.631
343,পটুয়াখালী সদর,Patuakhali Sadar,35,1,2026-01-01,1,2026-01-01 10:42:54.631
344,বাউফল,Bauphal,35,1,2026-01-01,1,2026-01-01 10:42:54.631
345,মির্জাগঞ্জ,Mirzaganj,35,1,2026-01-01,1,2026-01-01 10:42:54.631
346,রাঙ্গাবালী,Rangabali,35,1,2026-01-01,1,2026-01-01 10:42:54.631
347,আমতলী,Amtali,36,1,2026-01-01,1,2026-01-01 10:42:54.631
348,তালতলী,Taltali,36,1,2026-01-01,1,2026-01-01 10:42:54.631
349,পাথরঘাটা,Pathorghata,36,1,2026-01-01,1,2026-01-01 10:42:54.631
350,বরগুনা সদর,Barguna Sadar,36,1,2026-01-01,1,2026-01-01 10:42:54.631
351,বামনা,Bamna,36,1,2026-01-01,1,2026-01-01 10:42:54.631
352,বেতাগি,Betagi,36,1,2026-01-01,1,2026-01-01 10:42:54.631
353,কাঁঠালিয়া,Kathalia,37,1,2026-01-01,1,2026-01-01 10:42:54.631
354,ঝালকাঠি সদর,Jhalakathi Sadar,37,1,2026-01-01,1,2026-01-01 10:42:54.631
355,নলছিটি,Nalchity,37,1,2026-01-01,1,2026-01-01 10:42:54.631
356,রাজাপুর,Rajapur,37,1,2026-01-01,1,2026-01-01 10:42:54.631
357,ইন্দুরকানী,Indurkani,38,1,2026-01-01,1,2026-01-01 10:42:54.631
358,কাউখালী,Kawkhali,38,1,2026-01-01,1,2026-01-01 10:42:54.631
359,নাজিরপুর,Nazirpur,38,1,2026-01-01,1,2026-01-01 10:42:54.631
360,নেছারাবাদ,Nesarabad,38,1,2026-01-01,1,2026-01-01 10:42:54.631
361,পিরোজপুর সদর,Pirojpur Sadar,38,1,2026-01-01,1,2026-01-01 10:42:54.631
362,ভান্ডারিয়া,Bhandaria,38,1,2026-01-01,1,2026-01-01 10:42:54.631
363,মঠবাড়িয়া,Mathbaria,38,1,2026-01-01,1,2026-01-01 10:42:54.631
364,কয়রা,Koyra,39,1,2026-01-01,1,2026-01-01 10:42:54.631
365,ডুমুরিয়া,Dumuria,39,1,2026-01-01,1,2026-01-01 10:42:54.631
366,তেরখাদা,Terokhada,39,1,2026-01-01,1,2026-01-01 10:42:54.631
367,দাকোপ,Dakop,39,1,2026-01-01,1,2026-01-01 10:42:54.631
368,দিঘলিয়া,Digholia,39,1,2026-01-01,1,2026-01-01 10:42:54.631
369,পাইকগাছা,Paikgasa,39,1,2026-01-01,1,2026-01-01 10:42:54.631
370,ফুলতলা,Fultola,39,1,2026-01-01,1,2026-01-01 10:42:54.631
371,বটিয়াঘাটা,Botiaghata,39,1,2026-01-01,1,2026-01-01 10:42:54.631
372,রূপসা,Rupsha,39,1,2026-01-01,1,2026-01-01 10:42:54.631
373,কচুয়া,Kachua,40,1,2026-01-01,1,2026-01-01 10:42:54.631
374,চিতলমারী,Chitalmari,40,1,2026-01-01,1,2026-01-01 10:42:54.631
375,ফকিরহাট,Fakirhat,40,1,2026-01-01,1,2026-01-01 10:42:54.631
376,বাগেরহাট সদর,Bagerhat Sadar,40,1,2026-01-01,1,2026-01-01 10:42:54.631
377,মোংলা,Mongla,40,1,2026-01-01,1,2026-01-01 10:42:54.631
378,মোড়েলগঞ্জ,Morrelganj,40,1,2026-01-01,1,2026-01-01 10:42:54.631
379,মোল্লাহাট,Mollahat,40,1,2026-01-01,1,2026-01-01 10:42:54.631
380,রামপাল,Rampal,40,1,2026-01-01,1,2026-01-01 10:42:54.631
381,শরণখোলা,Sarankhola,40,1,2026-01-01,1,2026-01-01 10:42:54.631
382,আশাশুনি,Assasuni,41,1,2026-01-01,1,2026-01-01 10:42:54.631
383,কলারোয়া,Kalaroa,41,1,2026-01-01,1,2026-01-01 10:42:54.631
384,কালীগঞ্জ,Kaliganj,41,1,2026-01-01,1,2026-01-01 10:42:54.631
385,তালা,Tala,41,1,2026-01-01,1,2026-01-01 10:42:54.631
386,দেবহাটা,Debhata,41,1,2026-01-01,1,2026-01-01 10:42:54.631
387,শ্যামনগর,Shyamnagar,41,1,2026-01-01,1,2026-01-01 10:42:54.631
388,সাতক্ষীরা সদর,Satkhira Sadar,41,1,2026-01-01,1,2026-01-01 10:42:54.631
389,অভয়নগর,Abhaynagar,42,1,2026-01-01,1,2026-01-01 10:42:54.631
390,কেশবপুর,Keshabpur,42,1,2026-01-01,1,2026-01-01 10:42:54.631
391,চৌগাছা,Chougachha,42,1,2026-01-01,1,2026-01-01 10:42:54.631
392,ঝিকরগাছা,Jhikargacha,42,1,2026-01-01,1,2026-01-01 10:42:54.631
393,বাঘারপাড়া,Bagherpara,42,1,2026-01-01,1,2026-01-01 10:42:54.631
394,মনিরামপুর,Manirampur,42,1,2026-01-01,1,2026-01-01 10:42:54.631
395,যশোর সদর,Jessore Sadar,42,1,2026-01-01,1,2026-01-01 10:42:54.631
396,শার্শা,Sharsha,42,1,2026-01-01,1,2026-01-01 10:42:54.631
397,কালিয়া,Kalia,43,1,2026-01-01,1,2026-01-01 10:42:54.631
398,নড়াইল সদর,Narail Sadar,43,1,2026-01-01,1,2026-01-01 10:42:54.631
399,লোহাগড়া,Lohagara,43,1,2026-01-01,1,2026-01-01 10:42:54.631
400,মাগুরা সদর,Magura Sadar,44,1,2026-01-01,1,2026-01-01 10:42:54.631
401,মোহাম্মদপুর,Mohammadpur,44,1,2026-01-01,1,2026-01-01 10:42:54.631
402,শালিখা,Shalikha,44,1,2026-01-01,1,2026-01-01 10:42:54.631
403,শ্রীপুর,Sreepur,44,1,2026-01-01,1,2026-01-01 10:42:54.631
404,কালীগঞ্জ,Kaliganj,45,1,2026-01-01,1,2026-01-01 10:42:54.631
405,কোটচাঁদপুর,Kotchandpur,45,1,2026-01-01,1,2026-01-01 10:42:54.631
406,ঝিনাইদহ সদর,Jhenaidah Sadar,45,1,2026-01-01,1,2026-01-01 10:42:54.631
407,মহেশপুর,Moheshpur,45,1,2026-01-01,1,2026-01-01 10:42:54.631
408,শৈলকুপা,Shailkupa,45,1,2026-01-01,1,2026-01-01 10:42:54.631
409,হরিণাকুন্ডু,Harinakundu,45,1,2026-01-01,1,2026-01-01 10:42:54.631
410,কুমারখালী,Kumarkhali,46,1,2026-01-01,1,2026-01-01 10:42:54.631
411,কুষ্টিয়া সদর,Kushtia Sadar,46,1,2026-01-01,1,2026-01-01 10:42:54.631
412,খোকসা,Khoksa,46,1,2026-01-01,1,2026-01-01 10:42:54.631
413,দৌলতপুর,Daulatpur,46,1,2026-01-01,1,2026-01-01 10:42:54.631
414,ভেড়ামারা,Bheramara,46,1,2026-01-01,1,2026-01-01 10:42:54.631
415,মিরপুর,Mirpur,46,1,2026-01-01,1,2026-01-01 10:42:54.631
416,আলমডাঙ্গা,Alamdanga,47,1,2026-01-01,1,2026-01-01 10:42:54.631
417,চুয়াডাঙ্গা সদর,Chuadanga Sadar,47,1,2026-01-01,1,2026-01-01 10:42:54.631
418,জীবননগর,Jibannagar,47,1,2026-01-01,1,2026-01-01 10:42:54.631
419,দামুড়হুদা,Damurhuda,47,1,2026-01-01,1,2026-01-01 10:42:54.631
420,গাংনী,Gangni,48,1,2026-01-01,1,2026-01-01 10:42:54.631
421,মুজিবনগর,Mujibnagar,48,1,2026-01-01,1,2026-01-01 10:42:54.631
422,মেহেরপুর সদর,Meherpur Sadar,48,1,2026-01-01,1,2026-01-01 10:42:54.631
423,গোদাগারী,Godagari,49,1,2026-01-01,1,2026-01-01 10:42:54.631
424,চারঘাট,Charghat,49,1,2026-01-01,1,2026-01-01 10:42:54.631
425,তানোর,Tanore,49,1,2026-01-01,1,2026-01-01 10:42:54.631
426,দূর্গাপুর,Durgapur,49,1,2026-01-01,1,2026-01-01 10:42:54.631
427,পবা,Paba,49,1,2026-01-01,1,2026-01-01 10:42:54.631
428,পুঠিয়া,Puthia,49,1,2026-01-01,1,2026-01-01 10:42:54.631
429,বাগমারা,Bagmara,49,1,2026-01-01,1,2026-01-01 10:42:54.631
430,বাঘা,Bagha,49,1,2026-01-01,1,2026-01-01 10:42:54.631
431,মোহনপুর,Mohonpur,49,1,2026-01-01,1,2026-01-01 10:42:54.631
432,আত্রাই,Atrai,50,1,2026-01-01,1,2026-01-01 10:42:54.631
433,ধামুরহাট,Dhamoirhat,50,1,2026-01-01,1,2026-01-01 10:42:54.631
434,নওগাঁ সদর,Naogaon Sadar,50,1,2026-01-01,1,2026-01-01 10:42:54.631
435,নিয়ামতপুর,Niamatpur,50,1,2026-01-01,1,2026-01-01 10:42:54.631
436,পত্নীতলা,Patnitala,50,1,2026-01-01,1,2026-01-01 10:42:54.631
437,পোরশা,Porsha,50,1,2026-01-01,1,2026-01-01 10:42:54.631
438,বদলগাছী,Badalgachi,50,1,2026-01-01,1,2026-01-01 10:42:54.631
439,মহাদেবপুর,Mohadevpur,50,1,2026-01-01,1,2026-01-01 10:42:54.631
440,মান্দা,Manda,50,1,2026-01-01,1,2026-01-01 10:42:54.631
441,রানীনগর,Raninagar,50,1,2026-01-01,1,2026-01-01 10:42:54.631
442,সাপাহার,Sapahar,50,1,2026-01-01,1,2026-01-01 10:42:54.631
443,গুরুদাসপুর,Gurudaspur,51,1,2026-01-01,1,2026-01-01 10:42:54.631
444,নলডাঙ্গা,Naldanga,51,1,2026-01-01,1,2026-01-01 10:42:54.631
445,নাটোর সদর,Natore Sadar,51,1,2026-01-01,1,2026-01-01 10:42:54.631
446,বরাইগ্রাম,Baraigram,51,1,2026-01-01,1,2026-01-01 10:42:54.631
447,বাগাতিপাড়া,Bagatipara,51,1,2026-01-01,1,2026-01-01 10:42:54.631
448,লালপুর,Lalpur,51,1,2026-01-01,1,2026-01-01 10:42:54.631
449,সিংড়া,Singra,51,1,2026-01-01,1,2026-01-01 10:42:54.631
450,গোমস্তাপুর,Gomostapur,52,1,2026-01-01,1,2026-01-01 10:42:54.631
451,চাঁপাইনবাবগঞ্জ সদর,Chapainawabganj Sadar,52,1,2026-01-01,1,2026-01-01 10:42:54.631
452,নাচোল,Nachol,52,1,2026-01-01,1,2026-01-01 10:42:54.631
453,ভোলাহাট,Bholahat,52,1,2026-01-01,1,2026-01-01 10:42:54.631
454,শিবগঞ্জ,Shibganj,52,1,2026-01-01,1,2026-01-01 10:42:54.631
455,আটঘরিয়া,Atghoria,53,1,2026-01-01,1,2026-01-01 10:42:54.631
456,ঈশ্বরদী,Ishurdi,53,1,2026-01-01,1,2026-01-01 10:42:54.631
457,চাটমোহর,Chatmohar,53,1,2026-01-01,1,2026-01-01 10:42:54.631
458,পাবনা সদর,Pabna Sadar,53,1,2026-01-01,1,2026-01-01 10:42:54.631
459,ফরিদপুর,Faridpur,53,1,2026-01-01,1,2026-01-01 10:42:54.631
460,বেড়া,Bera,53,1,2026-01-01,1,2026-01-01 10:42:54.631
461,ভাঙ্গুরা,Bhangura,53,1,2026-01-01,1,2026-01-01 10:42:54.631
462,সাঁথিয়া,Santhia,53,1,2026-01-01,1,2026-01-01 10:42:54.631
463,সুজানগর,Sujanagar,53,1,2026-01-01,1,2026-01-01 10:42:54.631
464,উল্লাপাড়া,Ullapara,54,1,2026-01-01,1,2026-01-01 10:42:54.631
465,কাজীপুর,Kazipur,54,1,2026-01-01,1,2026-01-01 10:42:54.631
466,কামারখন্দ,Kamarkhand,54,1,2026-01-01,1,2026-01-01 10:42:54.631
467,চৌহালি,Chauhali,54,1,2026-01-01,1,2026-01-01 10:42:54.631
468,তাড়াশ,Tarash,54,1,2026-01-01,1,2026-01-01 10:42:54.631
469,বেলকুচি,Belkuchi,54,1,2026-01-01,1,2026-01-01 10:42:54.631
470,রায়গঞ্জ,Raigonj,54,1,2026-01-01,1,2026-01-01 10:42:54.631
471,শাহজাদপুর,Shahjadpur,54,1,2026-01-01,1,2026-01-01 10:42:54.631
472,সিরাজগঞ্জ সদর,Sirajganj Sadar,54,1,2026-01-01,1,2026-01-01 10:42:54.631
473,আদমদিঘী,Adamdighi,55,1,2026-01-01,1,2026-01-01 10:42:54.631
474,কাহালু,Kahaloo,55,1,2026-01-01,1,2026-01-01 10:42:54.631
475,গাবতলী,Gabtali,55,1,2026-01-01,1,2026-01-01 10:42:54.631
476,ধুনট,Dhunot,55,1,2026-01-01,1,2026-01-01 10:42:54.631
477,ধুপচাঁচিয়া,Dupchanchia,55,1,2026-01-01,1,2026-01-01 10:42:54.631
478,নন্দীগ্রাম,Nondigram,55,1,2026-01-01,1,2026-01-01 10:42:54.631
479,বগুড়া সদর,Bogra Sadar,55,1,2026-01-01,1,2026-01-01 10:42:54.631
480,শাজাহানপুর,Shajahanpur,55,1,2026-01-01,1,2026-01-01 10:42:54.631
481,শিবগঞ্জ,Shibganj,55,1,2026-01-01,1,2026-01-01 10:42:54.631
482,শেরপুর,Sherpur,55,1,2026-01-01,1,2026-01-01 10:42:54.631
483,সারিয়াকান্দি,Shariakandi,55,1,2026-01-01,1,2026-01-01 10:42:54.631
484,সোনাতলা,Sonatala,55,1,2026-01-01,1,2026-01-01 10:42:54.631
485,আক্কেলপুর,Akkelpur,56,1,2026-01-01,1,2026-01-01 10:42:54.631
486,কালাই,Kalai,56,1,2026-01-01,1,2026-01-01 10:42:54.631
487,ক্ষেতলাল,Khetlal,56,1,2026-01-01,1,2026-01-01 10:42:54.631
488,জয়পুরহাট সদর,Joypurhat Sadar,56,1,2026-01-01,1,2026-01-01 10:42:54.631
489,পাঁচবিবি,Panchbibi,56,1,2026-01-01,1,2026-01-01 10:42:54.631
490,কাউনিয়া,Kaunia,57,1,2026-01-01,1,2026-01-01 10:42:54.631
491,গংগাচড়া,Gangachara,57,1,2026-01-01,1,2026-01-01 10:42:54.631
492,তারাগঞ্জ,Taragonj,57,1,2026-01-01,1,2026-01-01 10:42:54.631
493,পীরগঞ্জ,Pirganj,57,1,2026-01-01,1,2026-01-01 10:42:54.631
494,পীরগাছা,Pirgacha,57,1,2026-01-01,1,2026-01-01 10:42:54.631
495,বদরগঞ্জ,Badargonj,57,1,2026-01-01,1,2026-01-01 10:42:54.631
496,মিঠাপুকুর,Mithapukur,57,1,2026-01-01,1,2026-01-01 10:42:54.631
497,রংপুর সদর,Rangpur Sadar,57,1,2026-01-01,1,2026-01-01 10:42:54.631
498,উলিপুর,Ulipur,58,1,2026-01-01,1,2026-01-01 10:42:54.631
499,কুড়িগ্রাম সদর,Kurigram Sadar,58,1,2026-01-01,1,2026-01-01 10:42:54.631
500,চর রাজিবপুর,Charrajibpur,58,1,2026-01-01,1,2026-01-01 10:42:54.631
501,চিলমারী,Chilmari,58,1,2026-01-01,1,2026-01-01 10:42:54.631
502,নাগেশ্বরী,Nageshwari,58,1,2026-01-01,1,2026-01-01 10:42:54.631
503,ফুলবাড়ী,Fulbari,58,1,2026-01-01,1,2026-01-01 10:42:54.631
504,ভুরুঙ্গামারী,Bhurungamari,58,1,2026-01-01,1,2026-01-01 10:42:54.631
505,রাজারহাট,Rajarhat,58,1,2026-01-01,1,2026-01-01 10:42:54.631
506,রৌমারী,Rowmari,58,1,2026-01-01,1,2026-01-01 10:42:54.631
507,গাইবান্ধা সদর,Gaibandha Sadar,59,1,2026-01-01,1,2026-01-01 10:42:54.631
508,গোবিন্দগঞ্জ,Gobindaganj,59,1,2026-01-01,1,2026-01-01 10:42:54.631
509,পলাশবাড়ী,Palashbari,59,1,2026-01-01,1,2026-01-01 10:42:54.631
510,ফুলছড়ি,Phulchari,59,1,2026-01-01,1,2026-01-01 10:42:54.631
511,সাঘাটা,Saghata,59,1,2026-01-01,1,2026-01-01 10:42:54.631
512,সাদুল্লাপুর,Sadullapur,59,1,2026-01-01,1,2026-01-01 10:42:54.631
513,সুন্দরগঞ্জ,Sundarganj,59,1,2026-01-01,1,2026-01-01 10:42:54.631
514,কিশোরগঞ্জ,Kishorganj,60,1,2026-01-01,1,2026-01-01 10:42:54.631
515,জলঢাকা,Jaldhaka,60,1,2026-01-01,1,2026-01-01 10:42:54.631
516,ডিমলা,Dimla,60,1,2026-01-01,1,2026-01-01 10:42:54.631
517,ডোমার,Domar,60,1,2026-01-01,1,2026-01-01 10:42:54.631
518,নীলফামারী সদর,Nilphamari Sadar,60,1,2026-01-01,1,2026-01-01 10:42:54.631
519,সৈয়দপুর,Syedpur,60,1,2026-01-01,1,2026-01-01 10:42:54.631
520,আদিতমারী,Aditmari,61,1,2026-01-01,1,2026-01-01 10:42:54.631
521,কালীগঞ্জ,Kaliganj,61,1,2026-01-01,1,2026-01-01 10:42:54.631
522,পাটগ্রাম,Patgram,61,1,2026-01-01,1,2026-01-01 10:42:54.631
523,লালমনিরহাট সদর,Lalmonirhat Sadar,61,1,2026-01-01,1,2026-01-01 10:42:54.631
524,হাতীবান্ধা,Hatibandha,61,1,2026-01-01,1,2026-01-01 10:42:54.631
525,কাহারোল,Kaharol,62,1,2026-01-01,1,2026-01-01 10:42:54.631
526,খানসামা,Khansama,62,1,2026-01-01,1,2026-01-01 10:42:54.631
527,ঘোড়াঘাট,Ghoraghat,62,1,2026-01-01,1,2026-01-01 10:42:54.631
528,চিরিরবন্দর,Chirirbandar,62,1,2026-01-01,1,2026-01-01 10:42:54.631
529,দিনাজপুর সদর,Dinajpur Sadar,62,1,2026-01-01,1,2026-01-01 10:42:54.631
530,নবাবগঞ্জ,Nawabganj,62,1,2026-01-01,1,2026-01-01 10:42:54.631
531,পার্বতীপুর,Parbatipur,62,1,2026-01-01,1,2026-01-01 10:42:54.631
532,ফুলবাড়ী,Fulbari,62,1,2026-01-01,1,2026-01-01 10:42:54.631
533,বিরল,Birol,62,1,2026-01-01,1,2026-01-01 10:42:54.631
534,বিরামপুর,Birampur,62,1,2026-01-01,1,2026-01-01 10:42:54.631
535,বীরগঞ্জ,Birganj,62,1,2026-01-01,1,2026-01-01 10:42:54.631
536,বোচাগঞ্জ,Bochaganj,62,1,2026-01-01,1,2026-01-01 10:42:54.631
537,হাকিমপুর,Hakimpur,62,1,2026-01-01,1,2026-01-01 10:42:54.631
538,ঠাকুরগাঁও সদর,Thakurgaon Sadar,63,1,2026-01-01,1,2026-01-01 10:42:54.631
539,পীরগঞ্জ,Pirganj,63,1,2026-01-01,1,2026-01-01 10:42:54.631
540,বালিয়াডাঙ্গী,Baliadangi,63,1,2026-01-01,1,2026-01-01 10:42:54.631
541,রানীশংকৈল,Ranisankail,63,1,2026-01-01,1,2026-01-01 10:42:54.631
542,হরিপুর,Haripur,63,1,2026-01-01,1,2026-01-01 10:42:54.631
543,আটোয়ারী,Atwari,64,1,2026-01-01,1,2026-01-01 10:42:54.631
544,তেতুলিয়া,Tetulia,64,1,2026-01-01,1,2026-01-01 10:42:54.631
545,দেবীগঞ্জ,Debiganj,64,1,2026-01-01,1,2026-01-01 10:42:54.631
546,পঞ্চগড় সদর,Panchagarh Sadar,64,1,2026-01-01,1,2026-01-01 10:42:54.631
547,বোদা,Boda,64,1,2026-01-01,1,2026-01-01 10:42:54.631
